Area Name,2013 Q4 Total businesses,2013 Q4 Dept store sales,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 250K to 500K,2013 Q4 Households with Net Asset Value 500K to 750K,2013 Q4 Households with Net Asset Value 750K to 1M,2013 Q4 Households with Net Asset Value 1M to 2M,2013 Q4 Households with Net Asset Value 2M Plus,2013 Q4 Pop Age 0-4,2013 Q4 Pop Age 5-9 ,2013 Q4 Pop Age 10-14,2013 Q4 Pop Age 15-19 ,2013 Q4 Pop Age 20-24,2013 Q4 Pop Age 25-29 ,2013 Q4 Pop Age 30-34,2013 Q4 Pop Age 35-39 ,2013 Q4 Pop Age 40-44,2013 Q4 Pop Age 45-49 ,2013 Q4 Pop Age 50-54,2013 Q4 Pop Age 55-59 ,2013 Q4 Pop Age 60-64,2013 Q4 Pop Age 65-69,2013 Q4 Pop Age 70-74,2013 Q4 Pop Age 75-79,2013 Q4 Pop Age 80-84,2013 Q4 Pop Age 85+,2013 Q4 HHs Age 85+,2013 Q4 HHs Age 75-84,2013 Q4 HHs Age 65-74,2013 Q4 HHs Age 55-64,2013 Q4 HHs Age 45-54,2013 Q4 HHs Age 35-44,2013 Q4 HHs Age 25-34,2013 Q4 HHs Age 15-24 ,2013 Q4 Median HH Age,2013 Q4 Average HH Age,2013 Q4 White Pop Age 0-4,2013 Q4 White Pop Age 5-9,2013 Q4 White Pop Age 10-14,2013 Q4 White Pop Age 15-19,2013 Q4 White Pop Age 20-24,2013 Q4 White Pop Age 25-29,2013 Q4 White Pop Age 30-34,2013 Q4 White Pop Age 35-39,2013 Q4 White Pop Age 40-44,2013 Q4 White Pop Age 45-49,2013 Q4 White Pop Age 50-54,2013 Q4 White Pop Age 55-59,2013 Q4 White Pop Age 60-64,2013 Q4 White Pop Age 65-69,2013 Q4 White Pop Age 70-74,2013 Q4 White Pop Age 75-79,2013 Q4 White Pop Age 80-84,2013 Q4 White Pop Age 85+,2013 Q4 Black Pop Age 0-4,2013 Q4 Black Pop Age 5-9,2013 Q4 Black Pop Age 10-14,2013 Q4 Black Pop Age 15-19,2013 Q4 Black Pop Age 20-24,2013 Q4 Black Pop Age 25-29,2013 Q4 Black Pop Age 30-34,2013 Q4 Black Pop Age 35-39,2013 Q4 Black Pop Age 40-44,2013 Q4 Black Pop Age 45-49,2013 Q4 Black Pop Age 50-54,2013 Q4 Black Pop Age 55-59,2013 Q4 Black Pop Age 60-64,2013 Q4 Black Pop Age 65-69,2013 Q4 Black Pop Age 70-74,2013 Q4 Black Pop Age 75-79,2013 Q4 Black Pop Age 80-84,2013 Q4 Black Pop Age 85+,2013 Q4 Asian Pop Age 0-4,2013 Q4 Asian Pop Age 5-9,2013 Q4 Asian Pop Age 10-14,2013 Q4 Asian Pop Age 15-19,2013 Q4 Asian Pop Age 20-24,2013 Q4 Asian Pop Age 25-29,2013 Q4 Asian Pop Age 30-34,2013 Q4 Asian Pop Age 35-39,2013 Q4 Asian Pop Age 40-44,2013 Q4 Asian Pop Age 45-49,2013 Q4 Asian Pop Age 50-54,2013 Q4 Asian Pop Age 55-59,2013 Q4 Asian Pop Age 60-64,2013 Q4 Asian Pop Age 65-69,2013 Q4 Asian Pop Age 70-74,2013 Q4 Asian Pop Age 75-79,2013 Q4 Asian Pop Age 80-84,2013 Q4 Asian Pop Age 85+,2013 Q4 Hispanic Pop Age 0-4,2013 Q4 Hispanic Pop Age 5-9 ,2013 Q4 Hispanic Pop Age 10-14,2013 Q4 Hispanic Pop Age 15-19 ,2013 Q4 Hispanic Pop Age 20-24,2013 Q4 Hispanic Pop Age 25-29 ,2013 Q4 Hispanic Pop Age 30-34,2013 Q4 Hispanic Pop Age 35-39 ,2013 Q4 Hispanic Pop Age 40-44,2013 Q4 Hispanic Pop Age 45-49 ,2013 Q4 Hispanic Pop Age 50-54,2013 Q4 Hispanic Pop Age 55-59 ,2013 Q4 Hispanic Pop Age 60-64,2013 Q4 Hispanic Pop Age 65-69,2013 Q4 Hispanic Pop Age 70-74,2013 Q4 Hispanic Pop Age 75-79,2013 Q4 Hispanic Pop Age 80-84,2013 Q4 Hispanic Pop Age 85+,2013 Q4 No High School Diploma,2013 Q4 High School Diploma,2013 Q4 Some College,2013 Q4 Bachelors Degree,2013 Q4 Advanced Degree
KNOXVILLE (557),"67,587","$2,907,605 ","376,649","43,740","21,911","16,768","42,835","21,500","7,254","4,214","5,451","6,582","78,641","78,969","81,923","84,855","88,931","82,516","80,175","81,420","87,417","93,595","96,521","93,931","90,503","76,690","58,611","42,235","28,942","28,302","18,643","47,405","83,729","108,025","105,454","88,280","73,089","22,279",53.5,53,"68,246","70,461","74,501","77,118","77,441","75,259","73,807","75,642","82,136","88,595","91,582","89,342","86,739","73,671","56,012","39,808","26,788","25,071","4,434","4,423","4,464","5,096","4,870","4,524","4,355","4,231","4,038","4,011","4,069","3,727","3,003","2,065","1,404","1,000",718,742,995,"1,017",955,955,"1,180","1,294","1,395","1,373","1,139",935,811,736,565,395,245,164,94,52,"6,455","4,938","3,750","3,722","4,847","5,210","4,616","3,546","2,602","1,995","1,464",977,769,536,342,224,169,109,"171,286","326,578","244,857","122,306","75,831"
LIMA (558),"9,219","$384,268 ","44,379","6,930","3,457","2,835","7,120","3,122",993,474,598,569,"11,528","12,134","12,563","12,995","12,334","11,037","10,618","10,354","10,834","12,116","13,498","13,252","11,668","8,725","6,601","5,133","4,094","4,844","3,204","6,189","9,541","14,430","13,954","10,767","9,316","3,076",53.7,53.2,"9,911","10,480","10,889","11,663","10,878","9,853","9,494","9,328","9,890","11,180","12,539","12,327","10,832","8,000","6,135","4,818","3,862","4,399","1,025","1,111","1,062","1,136",881,875,881,835,820,844,885,835,664,435,294,215,140,148,58,69,98,76,51,57,57,101,101,84,74,57,62,58,26,15,8,7,650,603,528,480,442,374,350,325,281,231,222,165,125,77,77,42,31,18,"13,982","53,284","35,491","12,419","7,598"
BLFLD-BECKLY-OH (559),"16,478","$842,558 ","107,516","11,914","5,700","3,998","8,925","3,300",828,423,522,629,"19,543","19,238","19,503","19,661","19,693","19,209","20,477","21,230","21,602","22,500","25,051","26,919","26,596","21,059","15,616","11,613","8,742","8,692","5,761","13,694","22,863","31,324","26,111","21,874","17,201","4,927",55.6,54.4,"17,197","17,339","17,918","18,088","17,463","17,481","18,849","19,778","20,359","21,191","23,603","25,410","25,372","20,092","14,843","10,911","8,194","7,694",983,901,"1,032","1,153","1,271","1,307","1,405","1,257","1,095","1,217","1,350","1,365","1,057",730,517,440,419,435,63,94,91,100,232,153,115,106,108,90,97,122,127,123,64,34,22,14,366,271,231,234,324,336,300,272,214,187,186,123,115,86,75,43,39,25,"55,883","100,299","57,506","23,266","12,352"
RALEIGH-DUR(FY) (560),"135,134","$6,570,589 ","711,849","112,540","57,207","46,349","121,287","60,047","21,099","11,975","16,142","19,492","210,812","210,306","207,363","206,232","210,599","212,749","211,779","208,547","212,068","213,406","207,640","189,937","166,316","127,798","91,164","65,361","46,092","47,044","31,693","76,059","138,888","212,975","238,669","227,363","198,632","53,708",49.6,50,"123,298","124,745","122,542","119,690","123,548","142,098","139,785","138,282","142,738","145,969","143,526","132,937","119,737","93,517","66,947","48,040","34,150","34,010","59,857","62,352","65,860","69,204","60,115","57,180","58,820","58,491","59,287","59,407","57,525","51,137","41,278","29,414","19,965","14,003","9,653","9,422","7,220","7,238","6,400","5,863","6,634","8,382","9,832","9,900","8,725","7,091","5,727","4,559","3,486","2,365","1,543",913,512,316,"41,253","34,996","27,130","23,964","28,152","33,239","32,480","26,669","19,454","14,049","9,580","5,861","3,790","2,344","1,519","1,014",615,394,"275,628","491,874","589,244","410,188","232,967"
JACKSONVILLE (561),"90,748","$3,887,325 ","438,051","60,424","30,834","25,276","65,457","33,464","11,791","6,850","9,110","11,842","115,258","114,106","116,013","116,016","121,105","123,012","117,423","112,155","116,806","126,306","130,837","122,179","110,172","86,742","62,259","43,908","30,964","32,355","21,507","49,898","91,914","134,636","140,719","118,357","106,187","29,881",51.5,51.4,"72,198","73,291","76,861","78,237","80,876","86,162","82,433","80,188","85,877","95,878","101,052","96,072","89,230","70,979","50,310","35,613","25,299","25,315","30,854","31,255","31,742","32,119","29,880","29,301","27,895","26,264","26,029","26,369","25,942","22,252","16,928","11,318","7,830","5,545","3,810","3,799","3,398","3,620","3,512","3,249","3,100","4,166","4,765","5,029","4,596","3,858","3,640","3,264","2,834","1,927","1,351",722,399,263,"12,790","11,061","10,278","10,376","11,365","11,348","10,106","9,460","8,434","7,997","6,080","4,459","3,255","2,477","1,672","1,141",727,613,"162,050","375,015","383,895","196,231","97,927"
GR.RAPIDS-KL-BC (563),"95,619","$2,841,795 ","477,371","70,792","35,487","28,782","75,134","36,542","12,211","6,459","8,114","8,280","131,123","133,675","138,338","143,626","148,121","135,497","125,945","118,764","123,867","134,454","142,576","135,810","117,566","88,819","64,073","47,268","35,950","40,618","27,344","55,976","94,892","147,529","152,217","126,250","117,671","37,293",51.5,51.4,"105,612","109,362","115,436","122,105","121,292","118,032","110,463","104,166","110,871","122,633","131,549","126,033","108,840","81,371","58,625","43,407","33,301","36,471","12,972","12,792","13,178","14,378","12,222","11,086","10,683","10,367","9,897","9,503","9,115","7,697","5,925","3,881","2,614","1,842","1,314","1,310","2,489","2,969","2,948","2,925","3,133","2,974","2,976","3,205","2,660","2,168","1,698","1,509","1,221",834,482,312,181,120,"19,018","17,888","15,614","14,127","12,297","11,698","11,564","10,440","8,495","6,777","5,185","3,838","2,812","1,670","1,109",788,512,373,"149,493","419,040","419,906","211,326","111,442"
CHARLSTN-HUNTNG (564),"50,930","$2,466,463 ","350,331","37,056","18,057","13,513","31,452","12,347","3,637","1,843","2,298","2,263","67,619","68,105","70,203","71,031","69,344","67,250","70,172","71,751","74,173","78,205","84,795","85,943","80,559","63,307","48,163","35,914","25,879","24,790","16,539","41,854","70,114","98,559","91,022","76,107","61,033","17,569",54,53.3,"62,015","63,842","66,444","67,133","63,733","63,552","66,836","68,816","71,648","75,839","82,344","83,459","78,293","61,329","46,414","34,291","24,436","22,022","1,973","1,971","1,990","2,474","2,751","2,575","2,436","2,168","1,959","1,932","2,074","2,065","1,576","1,018",710,501,415,394,445,468,363,344,386,525,535,546,455,402,353,368,398,282,171,87,38,24,"1,343","1,046",835,961,887,999,800,687,549,523,426,355,265,240,151,137,86,76,"163,249","320,939","200,799","75,384","50,530"
ELMIRA (565),"11,782","$574,256 ","68,007","9,199","4,494","3,581","8,825","3,701","1,035",570,644,678,"14,187","14,496","15,280","16,458","15,998","14,587","14,053","13,572","15,148","17,428","19,149","18,688","17,012","13,328","10,116","7,814","5,885","6,484","4,314","9,250","14,689","21,017","20,222","14,789","12,467","3,986",54.5,53.8,"12,535","13,174","14,107","15,348","14,266","13,252","12,769","12,475","14,269","16,535","18,364","18,066","16,515","12,801","9,770","7,538","5,622","6,111",530,541,571,685,656,715,754,669,637,656,615,453,333,185,118,127,89,75,205,227,175,143,155,207,226,284,220,232,164,134,107,101,83,56,26,5,556,491,417,509,457,368,373,292,297,246,197,184,119,66,44,39,26,25,"21,257","65,562","52,139","18,596","15,710"
PARKERSBURG (597),"8,182","$431,897 ","44,723","5,633","2,890","2,184","5,374","2,186",625,328,362,334,"8,566","8,769","9,231","9,622","9,186","8,615","8,710","8,974","9,681","10,685","11,816","11,598","11,017","8,995","7,105","5,264","3,778","3,843","2,569","6,151","10,118","13,388","12,599","9,806","7,704","2,304",54.9,54.2,"8,034","8,307","8,857","9,261","8,436","8,344","8,451","8,743","9,500","10,498","11,613","11,427","10,808","8,794","6,907","5,049","3,638","3,520",114,138,124,155,152,108,112,118,118,136,150,140,101,53,63,49,30,17,39,46,66,68,110,65,60,81,56,51,53,31,60,41,22,17,8,1,171,158,110,138,116,87,88,76,74,68,53,70,52,27,17,9,10,11,"13,454","43,297","34,777","12,129","6,424"
CLARKSBURG-WSTN (598),"12,616","$520,026 ","79,314","9,383","4,583","3,769","8,422","3,270",815,417,497,389,"15,209","15,093","15,243","16,692","16,874","15,829","16,098","16,336","17,281","18,598","19,937","19,983","19,410","15,797","12,118","8,794","6,467","6,898","4,516","10,187","17,291","22,903","21,033","17,076","13,709","4,144",54.7,53.9,"14,185","14,260","14,486","15,842","15,513","15,069","15,398","15,699","16,742","18,095","19,505","19,627","19,047","15,467","11,830","8,508","6,259","6,458",240,268,331,476,561,459,498,511,432,406,328,260,226,165,128,82,44,71,63,77,66,77,95,98,104,86,76,92,79,61,65,42,36,14,10,7,288,217,212,264,268,243,304,265,190,167,160,123,96,75,54,40,31,48,"33,947","85,044","43,027","19,956","11,572"
CORPUS CHRISTI (600),"25,833","$1,307,107 ","145,308","17,188","8,704","7,116","17,708","8,364","2,823","1,511","1,897","2,201","40,030","41,135","41,770","42,534","43,410","41,581","38,291","35,470","35,006","37,472","39,598","38,238","33,830","26,943","20,087","15,126","11,096","10,941","6,919","16,948","28,402","40,769","40,767","34,802","33,786","10,427",51.7,51.5,"35,975","37,879","38,484","39,056","38,033","37,709","35,038","32,840","32,744","35,144","37,359","36,243","32,097","25,348","18,878","14,359","10,469","9,839","1,633","1,612","1,683","1,885","2,025","2,051","1,729","1,570","1,461","1,638","1,600","1,339","1,003",689,478,369,265,264,481,541,535,628,826,760,698,813,674,632,588,552,462,320,171,141,69,57,"30,517","31,293","30,726","30,155","27,755","25,873","23,262","22,915","21,965","23,321","22,263","19,241","16,282","11,576","8,593","6,709","4,650","3,830","86,789","108,679","117,562","44,834","25,815"
CHICAGO (602),"481,172","$18,579,211 ","1,841,496","374,685","195,437","167,372","452,826","244,939","89,518","52,423","70,683","86,506","644,958","646,636","663,049","676,178","648,049","676,956","686,750","657,091","661,106","675,753","686,202","630,521","537,785","401,648","285,540","207,899","157,115","178,879","114,566","236,894","413,308","656,801","724,021","671,957","603,265","155,073",49.9,50.4,"428,880","446,388","466,097","475,227","451,538","496,683","515,989","492,204","504,656","524,264","535,398","492,343","419,488","310,199","219,843","162,702","126,435","147,318","118,638","126,452","138,339","148,973","126,432","115,528","112,713","111,122","110,538","112,410","114,397","102,870","84,272","61,463","44,939","32,609","22,547","21,491","37,775","37,582","34,053","32,526","36,512","48,920","53,465","51,798","44,581","37,939","35,072","32,852","28,812","21,029","13,406","8,019","5,177","4,445","206,839","205,621","192,512","180,120","165,100","177,553","179,801","167,151","139,820","113,526","92,377","68,327","48,084","30,880","21,302","15,318","9,721","6,694","876,092","1,640,216","1,741,506","1,347,947","837,484"
NEW ORLEANS (622),"91,198","$3,701,759 ","436,248","59,495","29,376","23,984","60,252","28,524","9,137","5,075","6,556","6,836","116,324","112,074","111,052","111,771","118,184","124,691","119,130","107,014","106,927","116,181","124,262","119,411","105,207","79,722","56,762","40,473","29,313","29,810","19,726","46,581","84,708","131,284","132,798","111,913","109,202","29,271",51.2,51,"63,070","62,058","63,568","64,533","68,816","77,102","75,184","70,157","72,035","79,613","85,430","82,570","74,512","57,171","40,770","29,393","21,970","21,458","43,025","42,734","41,858","43,060","42,555","41,395","37,526","32,093","31,529","33,634","35,791","33,587","27,300","18,691","12,494","8,422","5,502","5,232","2,339","2,321","2,287","2,586","3,094","3,551","3,399","3,129","2,865","2,703","2,697","2,463","1,840","1,176",732,485,304,251,"10,928","7,901","6,801","7,597","10,959","12,533","11,042","9,280","7,811","7,205","6,193","4,965","3,538","2,626","2,070","1,501","1,083",787,"205,308","374,300","309,557","175,065","94,673"
DALLAS-FT.WORTH (623),"328,124","$16,089,775 ","1,621,991","239,379","124,401","106,181","276,399","148,073","55,009","32,298","41,597","53,284","540,917","560,511","558,325","530,711","497,902","515,659","530,421","529,297","532,721","529,802","509,118","443,635","371,346","278,773","195,224","136,249","93,379","94,599","61,644","150,109","288,325","468,189","566,172","555,798","482,258","126,117",48.3,48.9,"388,877","410,877","411,015","391,854","355,761","394,308","406,821","404,558","412,397","418,932","410,288","362,672","307,802","231,503","161,732","113,641","78,177","78,351","86,066","91,893","94,046","91,056","74,960","80,196","85,602","85,505","84,196","80,690","72,365","57,141","42,104","27,566","17,928","12,188","8,035","7,317","28,909","30,585","27,796","24,693","23,530","29,967","34,841","38,049","34,826","29,030","24,543","19,774","15,170","10,159","6,434","3,704","2,041","1,350","225,245","221,054","198,035","178,015","167,419","177,918","177,939","165,247","139,986","112,217","82,244","55,998","38,691","24,426","15,556","10,289","5,902","4,165","813,178","1,142,017","1,382,202","966,713","456,113"
SIOUX CITY (624),"27,011","$841,913 ","101,147","15,463","7,787","6,428","16,542","7,631","2,380","1,189","1,525","1,456","26,979","28,314","28,419","29,545","27,297","24,723","23,817","22,353","22,645","25,390","28,938","28,955","25,176","19,136","14,733","12,231","10,273","12,635","8,484","15,427","21,597","32,421","30,834","23,982","21,869","6,934",54.1,53.7,"23,902","24,530","25,081","26,685","23,950","22,843","22,301","21,042","21,518","24,440","28,145","28,220","24,488","18,454","14,313","11,968","10,096","12,234",668,533,503,653,706,566,362,390,338,326,260,169,97,59,45,35,21,15,456,528,501,541,502,438,401,497,477,389,318,309,221,133,83,55,29,20,"5,812","4,972","4,485","4,320","3,661","3,368","3,029","2,820","2,631","2,008","1,456",917,556,328,174,116,72,54,"34,547","96,103","86,192","37,816","16,347"
WACO-TEMPL-BRYN (625),"39,748","$2,213,767 ","258,143","27,992","14,191","11,380","28,912","14,097","4,724","2,659","3,254","4,002","77,168","71,663","67,427","76,083","104,087","91,938","73,430","61,761","57,432","57,910","58,065","53,325","46,774","36,584","27,458","20,614","14,907","15,615","10,500","24,179","40,567","59,655","65,079","63,429","78,277","27,668",47.4,48.2,"52,733","49,229","46,921","55,043","80,406","73,070","55,323","46,453","43,811","45,119","46,230","43,552","39,462","31,306","23,816","17,966","13,072","13,695","14,658","14,231","13,984","14,864","13,972","14,296","13,373","11,774","11,103","10,688","9,731","7,656","5,565","3,768","2,635","1,940","1,342","1,364","1,731","1,536","1,307","1,851","3,574","3,597","3,009","2,194","1,632","1,475","1,475","1,379","1,107",703,444,293,157,97,"26,057","23,332","20,399","22,089","25,666","21,236","17,323","14,623","12,394","11,557","9,570","7,007","4,993","3,323","2,292","1,561","1,079",741,"95,669","179,981","199,260","89,453","51,450"
OTTUMWA-KIRKSVL (631),"7,877","$309,485 ","37,063","4,182","2,043","1,625","4,034","1,934",523,232,254,241,"7,947","7,872","7,933","9,068","10,711","8,695","7,168","6,686","6,991","7,722","8,629","8,986","8,591","6,889","5,263","4,026","3,044","3,679","2,485","4,871","7,755","10,568","9,378","7,351","7,122","2,601",54.6,53.6,"7,275","7,338","7,481","8,516","9,343","7,869","6,660","6,330","6,761","7,546","8,476","8,843","8,438","6,782","5,153","3,964","2,967","3,543",138,141,127,197,245,170,148,103,93,97,87,72,46,32,20,14,9,9,84,79,89,159,681,558,306,170,103,76,59,53,56,18,10,4,7,5,767,686,542,626,602,504,484,395,375,301,221,178,126,43,28,26,11,12,"12,147","33,426","24,348","10,293","6,155"
PDCH-CG-HAR-MTV (632),"47,821","$2,400,221 ","283,486","31,944","15,776","11,564","27,867","11,537","3,268","1,679","1,737","1,743","57,364","57,054","57,872","61,752","69,598","62,132","57,068","55,256","56,979","62,052","66,392","65,780","61,824","51,817","40,576","30,681","22,170","23,846","16,076","36,205","58,716","76,210","72,201","59,059","54,108","18,026",53.9,53.2,"47,785","49,141","50,405","53,588","58,009","54,050","50,434","49,594","52,005","57,235","61,627","61,551","58,520","49,345","38,567","28,985","20,717","21,723","5,402","5,190","5,133","6,515","7,313","6,102","5,201","4,608","4,319","4,328","4,341","3,809","2,766","1,840","1,314",978,690,679,531,543,399,506,"1,056","1,009",724,627,563,441,386,356,279,198,124,76,45,37,"2,831","2,562","2,110","2,316","2,600","2,128","1,873","1,542","1,202","1,060",756,590,445,284,205,148,108,99,"118,498","236,209","187,951","69,947","43,968"
ODESSA-MIDLAND (633),"22,735","$857,281 ","102,933","14,381","6,747","5,553","14,775","6,884","2,338","1,484","1,977","2,689","33,660","34,123","32,423","31,804","32,127","32,998","30,749","27,589","26,172","27,725","30,098","28,335","23,189","17,010","12,678","10,014","7,630","7,231","4,768","11,844","18,542","29,922","31,183","27,454","27,999","8,049",50.3,50.4,"29,667","29,736","28,445","28,733","28,190","30,106","27,830","25,386","24,262","25,773","28,044","26,614","21,810","15,888","11,867","9,401","7,192","6,538","2,028","1,978","1,901","1,902","1,918","1,797","1,650","1,480","1,437","1,643","1,696","1,363",915,632,492,362,275,242,346,358,336,293,283,430,421,416,365,293,336,274,205,129,87,40,28,16,"22,462","21,204","19,386","19,123","17,982","17,327","15,088","14,115","13,221","13,197","11,974","9,065","6,911","4,812","3,515","2,612","1,781","1,225","71,019","78,802","83,802","33,951","13,844"
AMARILLO (634),"31,366","$1,208,845 ","139,513","16,171","8,401","6,674","17,740","8,466","2,840","1,566","1,971","2,281","40,434","41,955","40,659","40,141","39,954","39,341","37,441","34,333","33,108","34,205","35,618","34,130","29,453","22,620","17,429","13,690","10,232","10,195","6,990","16,509","25,553","37,743","38,709","35,032","34,630","10,457",50.9,51,"34,866","35,924","35,006","34,723","33,175","34,892","33,440","31,031","30,195","31,577","33,160","32,105","27,753","21,275","16,469","13,094","9,765","9,387","2,354","2,369","2,289","2,461","2,443","2,491","2,278","1,965","1,953","1,886","1,746","1,355",945,587,390,276,199,176,962,944,873,863,"1,049","1,048",956,910,692,653,582,494,381,231,151,91,49,27,"21,186","20,032","18,063","17,308","15,817","15,446","13,757","12,584","11,677","10,553","8,914","6,644","4,793","3,097","2,184","1,467",958,611,"69,517","101,025","111,651","47,916","21,686"
AUSTIN (635),"95,343","$3,425,843 ","460,619","69,923","35,959","30,549","83,288","44,669","16,597","9,662","13,052","16,880","148,222","144,257","138,431","134,822","151,497","163,729","164,171","155,758","147,280","138,454","130,768","117,412","100,421","74,347","50,719","34,954","24,304","25,609","17,214","39,720","78,329","129,641","152,301","165,248","159,107","39,638",46.7,47.9,"113,481","115,262","110,749","106,674","117,731","141,106","141,384","133,051","126,276","119,969","115,116","104,579","89,813","66,025","44,816","31,140","21,904","22,730","11,508","12,222","13,127","13,164","11,836","11,662","11,724","11,963","11,818","11,501","10,269","8,105","5,774","3,756","2,439","1,702","1,123","1,090","7,294","7,169","5,863","6,080","8,198","9,448","10,481","10,332","8,634","6,642","4,931","3,805","3,008","1,982","1,234",719,369,254,"67,219","64,245","56,509","54,189","60,463","59,642","56,183","50,388","41,559","35,598","27,578","19,780","14,193","8,945","5,954","4,006","2,594","1,985","168,021","270,269","375,582","336,060","177,994"
HRLG-WSL-BRN-MA (636),"39,443","$2,914,115 ","288,313","30,400","13,239","9,774","21,005","8,073","2,236","1,159","1,313","1,386","111,755","122,467","123,111","117,721","102,399","90,628","87,282","87,810","83,775","75,743","68,647","60,878","53,699","43,645","34,294","26,418","19,256","18,149","10,561","27,031","42,720","58,727","69,603","77,452","68,138","22,666",47.9,49.1,"108,601","119,914","120,458","115,340","98,869","88,292","85,263","85,569","81,630","73,927","66,872","59,287","52,264","41,808","33,009","25,477","18,629","16,982","1,152","1,107","1,042","1,017",842,804,800,833,674,671,551,382,277,175,118,97,62,35,824,934,"1,029",870,725,786,897,"1,215","1,152",913,898,681,464,296,189,142,81,65,"108,768","119,683","119,400","112,903","93,588","85,696","82,845","83,455","77,031","67,573","59,813","50,418","41,788","29,908","22,786","17,047","12,232","10,212","294,036","180,001","163,490","79,634","33,063"
CDR RP-WA-IC&DB (637),"51,018","$2,273,299 ","215,984","34,702","17,694","14,874","39,255","18,785","6,232","3,303","4,111","3,872","57,063","55,772","55,886","61,950","71,857","64,237","57,051","51,020","51,678","56,348","60,836","59,507","52,842","40,211","30,501","23,861","18,658","22,437","15,375","29,546","45,641","68,362","67,634","56,404","57,261","18,589",52,51.8,"48,088","48,630","49,739","55,222","63,607","59,005","52,304","46,908","48,653","53,809","58,575","57,634","51,223","38,899","29,583","23,205","18,060","21,370","3,356","3,258","3,027","3,322","3,022","2,777","2,536","2,161","1,762","1,606","1,542","1,238",922,541,378,276,195,159,"1,228","1,120",981,"1,264","1,991","1,918","1,766","1,529","1,134",855,656,518,395,292,189,107,63,48,"3,628","3,213","2,606","2,721","3,020","2,549","2,298","1,882","1,458","1,141",822,563,427,235,160,116,107,93,"48,326","193,019","182,863","108,967","56,012"
ST. JOSEPH (638),"5,696","$422,630 ","33,965","4,124","2,023","1,627","3,893","1,678",489,251,321,273,"8,080","8,057","7,973","8,308","9,102","8,891","8,425","7,830","7,896","8,698","9,297","8,729","7,584","5,883","4,444","3,455","2,619","3,078","2,083","4,149","6,472","9,402","9,551","7,625","7,152","2,210",52.7,52.5,"7,023","6,978","7,171","7,542","7,924","7,840","7,456","7,082","7,241","8,127","8,750","8,291","7,232","5,524","4,198","3,282","2,508","2,864",395,366,411,580,768,729,645,582,564,501,479,348,206,123,82,60,44,43,79,93,61,63,60,71,103,93,67,68,66,54,45,37,13,8,3,6,769,588,506,508,526,516,399,380,308,297,262,186,112,60,40,58,48,36,"12,012","34,716","24,227","10,499","5,375"
JACKSON  TN (639),"12,119","$638,100 ","71,129","7,618","3,661","2,694","6,868","2,934",910,516,641,617,"15,657","15,687","16,014","17,168","16,937","15,036","14,508","14,425","15,211","16,601","17,377","16,705","15,713","12,911","9,808","7,334","5,330","5,616","3,688","8,461","14,160","19,103","19,000","15,640","13,250","4,286",53.2,52.8,"10,623","10,835","11,402","12,014","11,638","10,951","10,863","10,995","11,743","13,081","13,758","13,344","13,040","11,019","8,404","6,324","4,557","4,532","4,024","4,101","4,195","4,813","4,417","3,719","3,430","3,237","3,321","3,408","3,512","3,289","2,596","1,789","1,202",839,614,693,107,147,113,111,82,98,122,135,137,111,106,67,48,45,22,15,7,4,901,803,586,600,620,679,598,501,354,268,216,166,100,86,52,49,18,20,"31,475","62,980","42,491","19,200","10,429"
