Area Name,2013 Q4 Total businesses,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Male Age 15-19 ,2013 Q4 Male Age 20-24,2013 Q4 Male Age 25-29 ,2013 Q4 Male Age 30-34,2013 Q4 Male Age 35-39 ,2013 Q4 Male Age 40-44 ,2013 Q4 Male Age 45-49,2013 Q4 Male Age 50-54,2013 Q4 Male Age 55-59 ,2013 Q4 Male Age 60-64,2013 Q4 Male Age 65-69 ,2013 Q4 Female Age 20-24,2013 Q4 Female Age 15-19 ,2013 Q4 Female Age 25-29 ,2013 Q4 Female Age 30-34,2013 Q4 Female Age 35-39 ,2013 Q4 Female Age 40-44,2013 Q4 Female Age 45-49 ,2013 Q4 Female Age 50-54,2013 Q4 Female Age 55-59,2013 Q4 Female Age 60-64 ,2013 Q4 Female Age 65-69,2013 Q4 Average HH Income Age15-24,2013 Q4 Average HH Income Age 25-34,2013 Q4 Average HH Income Age 35-44,2013 Q4 Average HH Income Age 45-54,2013 Q4 Average HH Income Age 55-64,2013 Q4 Average HH Income Age 65-74,2013 Q4 HHs Age 15-24 Income 20k-25k,2013 Q4 HHs Age 15-24 Income 15k-20k,2013 Q4 HHs Age 15-24 Income 25k-30k,2013 Q4 HHs Age 15-24 Income 30k-35k,2013 Q4 HHs Age 15-24 Income 35k-40k,2013 Q4 HHs Age 15-24 Income 45k-50k ,2013 Q4 HHs Age 15-24 Income 40k-45k,2013 Q4 HHs Age 15-24 Income 50k-60k,2013 Q4 HHs Age 15-24 Income 60k-75k,2013 Q4 HHs Age 15-24 Income 75k-100k,2013 Q4 HHs Age 15-24 Income 100k-125k,2013 Q4 HHs Age 15-24 Income 125k-150k,2013 Q4 HHs Age 15-24 Income 10k-15k,2013 Q4 HHs Age 15-24 Income 150k-200k,2013 Q4 HHs Age 15-24 Income Above 200k,2013 Q4 Median White Pop Age,2013 Q4 Median African American Pop Age,2013 Q4 Median Asian Pop Age,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 Vacant HUs,2013 Q4 Seasonal HUs,2013 Q4 Unemployed,2013 Q4 Male Unemployed,2013 Q4 Female Unemployed,2013 Q4 Pop,2013 Q4 HHs,2013 Q4 Group Quarters,2013 Q4 HUs,HH Growth 2013 Q4 To 2018 Q4,2013 Q4 Median HH Age,2013 Q4 Median HH Income,2013 Q4 Median HU Value,Pop Growth 2013 Q4 To 2018 Q4,2013 Q4 Pop Below Age 19,2013 Q4 Pop Age 20-64,2013 Q4 Pop Age 65+,2013 Q4 White ,2013 Q4 Black ,2013 Q4 Hispanic ,2013 Q4 Native American ,2013 Q4 Asian ,2013 Q4 Pacific Islander,2013 Q4 Two Or More Races,2013 Q4 Hispanic HHs,2013 Q4 White Households,2013 Q4 African American Households,2013 Q4 Asian Households,2018 Q4 Pop,2018 Q4 HHs,2018 Q4 Group Quarters,2018 Q4 HUs,2018 Q4 Median HH Age,2018 Q4 Median HH Income,2018 Q4 Median HU Value,2018 Q4 Pop Below Age 19,2018 Q4 Pop Age 20-64,2018 Q4 Pop Age 65+,2018 Q4 White ,2018 Q4 Black ,2018 Q4 Hispanic ,2018 Q4 Native American ,2018 Q4 Asian ,2018 Q4 Pacific Islander ,2018 Q4 Two Or More Races,2018 Q4 Hispanic HHs,2018 Q4 White Households,2018 Q4 African American Households,2018 Q4 Asian Households,2010 Census Pop,2010 Census HHs ,2010 Census Group Quarters,2010 Census HUs,HH Growth 2010 Census To 2013 Q4,2010 Census Median HH Age,2010 Census Median HH Income,2010 Census Median HU Value,Pop Growth 2010 Census To 2013 Q4,2010 Census Pop Age Below 19,2010 Census Pop Age 20-64,2010 Census Pop Age 65+,2010 Census White ,2010 Census Black ,2010 Census Hispanic ,2010 Census Native American ,2010 Census Asian ,2010 Census Pacific Islander ,2010 Census Two Or More Races,2010 Census Hispanic HHs,2010 Census White Households,2010 Census African American Households,2010 Census Asian Households,2000 Census Pop,2000 Census HHs ,2000 Census Group Quarters,2013 Q4 HUs,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 HU Value Less Than 100k,2013 Q4 HU Value 100k-200k,2013 Q4 HU Value 200k-300k,2013 Q4 HU Value 300k-400k,2013 Q4 HU Value 400k-500k ,2013 Q4 HU Value 500k-1mil,2013 Q4 HU Value Above 1mil,2018 Q4 HUs,2018 Q4 Owner Occupied HUs,2018 Q4 Renter Occupied HUs,2018 Q4 HU Value Less Than 100k,2018 Q4 HU Value 100k-200k,2018 Q4 HU Value 200k-300k,2018 Q4 HU Value 300k-400k,2018 Q4 HU Value 400k-500k ,2018 Q4 HU Value 500k-1mil,2018 Q4 HU Value Above 1mil,2010 Census HUs,2010 Census Owner Occupied HUs,2010 Census Renter Occupied HUs,2010 Census HU Value Less Than 100k,2010 Census HU Value 100k-200k,2010 Census HU Value 200k-300k,2010 Census HU Value 300k-400k,2010 Census HU Value 400k-500k ,2010 Census HU Value 500k-1mil,2010 Census HU Value Above 1mil
GR.RAPIDS-KL-BC (563),"95,619","477,371","70,792","35,487","75,134","28,782","73,579","74,929","68,367","63,508","59,857","62,306","67,423","71,039","67,065","57,388","42,665","73,192","70,047","67,130","62,437","58,907","61,561","67,031","71,537","68,745","60,178","46,154","$56,620 ","$55,935 ","$60,851 ","$63,626 ","$64,311 ","$63,914 ","2,360","2,818","2,168","2,153","2,022","1,567","1,849","3,161","3,523","4,311","2,395","1,158","2,605",851,742,38.7,29.4,29.9,"554,599","204,573","89,988","31,185","72,807","41,139","31,668","2,006,090","759,172","52,348","849,160",2%,51.5,"$47,447 ","$135,196 ",2%,546762,1182600,276728,"1,759,569","150,776","144,205","13,879","34,804","1,049","46,013","34,940","682,036","52,193","10,402","2,047,553","775,104","52,348","848,408",52.6,"$48,135 ","$135,717 ",537689,1179662,330202,"1,795,066","154,254","147,903","14,123","35,975","1,080","47,055","35,901","696,261","53,178","10,676","1,980,747","748,572","54,583","849,864",1%,50.4,"$45,482 ","$139,251 ",1%,561870,1168927,249950,"1,742,764","146,944","138,996","13,633","32,567",782,"44,057","33,529","675,966","50,018","9,252","1,900,764","702,354","48,684","849,160","554,599","204,573","193,974","236,744","72,440","26,625","9,000","11,403","4,413","848,408","565,562","209,542","196,376","241,912","74,259","27,363","9,282","11,778","4,592","849,864","547,538","201,034","177,262","245,866","73,944","26,912","9,381","11,806","2,367"
CHARLSTN-HUNTNG (564),"50,930","350,331","37,056","18,057","31,452","13,513","36,720","35,557","33,891","35,169","35,986","37,007","38,589","41,589","41,840","39,049","30,438","33,787","34,311","33,359","35,003","35,765","37,166","39,616","43,206","44,103","41,510","32,869","$49,264 ","$50,604 ","$51,701 ","$51,865 ","$52,373 ","$52,223 ","1,301","1,519","1,213","1,034",907,638,839,"1,268","1,396","1,658",897,399,"1,614",302,294,42,33.6,35.3,"345,493","127,304","63,476","9,831","41,375","25,120","16,255","1,157,203","472,797","24,349","536,273",-1%,54,"$36,514 ","$89,545 ",-1%,276958,682192,198053,"1,102,446","30,982","10,366","2,771","6,190",251,"14,563","2,912","453,042","11,960","2,323","1,142,038","466,553","24,349","534,975",55.5,"$36,807 ","$89,826 ",268358,645908,227772,"1,087,829","30,669","10,234","2,736","6,151",250,"14,403","2,916","446,950","11,870","2,328","1,168,054","477,221","24,459","537,346",-1%,53.2,"$36,026 ","$86,113 ",-1%,286414,699474,182166,"1,115,503","29,915","9,623","2,661","5,747",210,"14,018","2,524","459,216","10,917","2,003","1,177,650","475,170","18,036","536,273","345,493","127,304","192,914","104,931","29,807","8,796","2,615","4,342","2,088","534,975","340,883","125,670","189,744","103,820","29,613","8,788","2,575","4,298","2,045","537,346","348,773","128,448","202,508","101,470","29,937","7,553","2,869","2,796","1,640"
KNOXVILLE (557),"67,587","376,649","43,740","21,911","42,835","16,768","43,701","45,253","41,372","40,225","40,690","43,647","46,229","47,291","45,112","43,027","36,511","43,678","41,154","41,144","39,950","40,730","43,770","47,366","49,230","48,819","47,476","40,179","$50,695 ","$51,082 ","$54,099 ","$55,553 ","$55,922 ","$55,571 ","1,672","1,756","1,602","1,420","1,215",862,"1,066","1,655","1,845","2,135","1,239",470,"1,748",449,373,42,33.2,32.7,"388,771","158,133","82,608","25,115","52,580","30,200","22,380","1,354,177","546,904","30,449","629,512",2%,53.5,"$39,456 ","$140,051 ",2%,324388,795009,234780,"1,252,219","61,174","46,271","5,377","14,300","1,044","20,063","11,750","510,260","23,973","4,900","1,383,876","559,271","30,449","634,124",55,"$39,866 ","$140,969 ",326374,782955,274547,"1,278,827","63,132","47,680","5,501","14,796","1,080","20,540","12,109","521,604","24,638","5,001","1,333,139","538,144","30,449","625,416",2%,52.6,"$38,478 ","$136,999 ",2%,328341,795359,209439,"1,237,782","57,186","43,652","5,079","13,145",922,"19,025","10,971","504,495","22,172","4,346","1,195,915","484,298","23,286","629,512","388,771","158,133","136,334","144,943","57,931","25,567","8,721","11,769","3,506","634,124","397,326","161,945","137,812","148,527","59,711","26,430","9,030","12,195","3,621","625,416","382,603","155,541","137,675","144,939","53,302","22,728","9,659","11,739","2,561"
BLFLD-BECKLY-OH (559),"16,478","107,516","11,914","5,700","8,925","3,998","10,209","10,144","9,877","10,451","10,803","11,012","11,211","12,205","13,156","13,098","10,318","9,549","9,452","9,332","10,026","10,427","10,590","11,289","12,846","13,763","13,498","10,741","$45,863 ","$46,989 ","$47,415 ","$47,230 ","$47,461 ","$47,516 ",412,409,357,314,251,193,243,381,408,423,185,110,477,92,43,44.1,38.6,36.4,"108,414","35,341","29,652","9,715","10,468","6,518","3,950","346,944","143,755","11,526","173,407",-1%,55.6,"$34,317 ","$81,988 ",-1%,77945,203277,65722,"321,782","17,934","3,427",787,"1,755",53,"4,633",927,"134,828","6,636",643,"343,043","142,144","11,526","172,805",56.9,"$34,950 ","$82,414 ",76653,190886,75504,"318,100","17,762","3,408",784,"1,746",53,"4,598",931,"133,277","6,563",652,"349,777","144,987","11,377","173,878",-1%,55.3,"$32,829 ","$79,246 ",-1%,79601,209641,60535,"324,971","17,830","3,132",774,"1,673",52,"4,477",793,"136,307","6,560",568,"358,580","146,530","10,079","173,407","108,414","35,341","66,115","27,253","9,607","2,617","1,342","1,006",474,"172,805","107,045","35,099","64,943","27,111","9,572","2,615","1,339",999,466,"173,878","109,663","35,324","69,191","27,587","8,154","2,547","1,006",822,356
TOLEDO (547),"50,486","272,313","38,375","18,939","40,648","15,243","38,044","39,064","34,786","31,847","30,754","31,887","34,460","37,842","37,341","33,124","24,563","38,489","36,474","34,473","31,580","30,844","32,232","35,375","39,296","38,694","34,810","26,606","$51,904 ","$51,903 ","$56,497 ","$58,550 ","$59,618 ","$59,780 ","1,503","1,399","1,253","1,100","1,082",852,854,"1,569","1,910","2,079","1,100",464,"1,471",396,278,40.6,30,31.7,"293,182","131,106","58,314","11,653","42,088","24,003","18,085","1,065,983","424,288","32,044","482,602",-1%,52.7,"$44,300 ","$123,091 ",-1%,275762,626898,163323,"931,579","97,274","64,012","3,746","12,342",347,"20,695","17,812","376,072","37,342","4,559","1,058,098","421,050","32,044","481,337",54,"$44,565 ","$123,318 ",265635,604132,188331,"925,734","95,563","63,379","3,710","12,280",346,"20,465","17,678","373,605","36,740","4,495","1,071,301","427,036","30,657","483,690",-1%,51.3,"$43,241 ","$126,785 ",-1%,288387,632938,149976,"937,772","97,340","63,832","3,616","12,093",243,"20,237","17,747","380,001","37,018","4,257","1,080,711","419,882","26,729","482,602","293,182","131,106","118,076","123,489","33,478","10,308","3,049","3,038","1,744","481,337","290,574","130,476","116,799","122,170","33,394","10,294","3,071","3,091","1,755","483,690","296,297","130,739","113,689","128,651","38,061","8,761","2,970","3,482",683
WEST PLM BCH-FP (548),"122,963","442,799","72,630","36,994","87,223","31,441","60,574","58,938","57,151","54,572","54,251","59,678","65,769","68,101","63,269","59,087","53,132","54,237","56,741","53,203","53,241","54,881","61,174","68,183","71,775","68,757","67,711","63,337","$65,089 ","$62,333 ","$66,845 ","$71,174 ","$72,273 ","$72,560 ","1,661","1,564","1,666","1,369","1,322","1,237","1,420","2,203","2,562","2,963","1,856","1,078","1,835","1,019",991,48.7,30.4,36.9,"596,449","224,325","157,454","71,736","82,419","45,327","37,092","1,994,641","820,774","31,751","978,228",5%,56.9,"$48,075 ","$177,264 ",5%,446044,1093978,454619,"1,578,243","326,531","362,074","13,060","44,051","2,007","30,749","104,471","691,076","101,818","14,154","2,097,621","863,682","31,751","982,624",57.8,"$48,048 ","$177,061 ",467094,1134787,495740,"1,659,006","344,003","380,920","13,713","46,437","2,112","32,350","110,085","727,384","107,202","14,811","1,922,265","790,838","31,255","974,609",4%,56.2,"$47,654 ","$182,480 ",4%,437333,1060132,424800,"1,527,147","312,215","339,725","12,482","40,635","1,670","28,116","97,744","668,276","97,447","12,819","1,599,435","668,115","24,389","978,228","596,449","224,325","162,529","175,623","108,502","60,714","27,280","42,636","19,165","982,624","627,883","235,799","172,355","183,731","113,492","63,701","28,742","45,390","20,472","974,609","573,665","217,173","139,854","178,198","109,913","60,246","30,718","39,021","15,715"
WATERTOWN (549),"11,159","70,005","8,341","4,046","7,418","3,083","9,352","12,371","11,422","9,184","7,843","8,049","8,542","8,903","8,254","7,351","5,651","10,050","8,643","9,262","8,092","7,252","7,449","8,355","8,815","8,282","7,336","5,786","$52,419 ","$52,756 ","$54,724 ","$56,098 ","$56,466 ","$56,337 ",385,296,365,216,239,254,270,449,529,596,193,147,308,123,30,36.9,27.7,30.2,"63,991","33,904","27,834","17,493","11,933","7,243","4,690","261,840","97,895","17,945","125,729",4%,51.3,"$45,247 ","$109,458 ",3%,69075,156812,35953,"241,387","10,192","10,129","2,012","3,130",403,"4,716","2,305","92,707","2,355",948,"270,570","101,354","17,945","126,359",52.3,"$46,068 ","$110,938 ",69940,158010,42620,"249,172","10,709","10,670","2,062","3,265",427,"4,935","2,434","95,918","2,472",990,"255,260","95,570","17,234","125,211",2%,50.2,"$42,287 ","$106,195 ",3%,69888,152762,32610,"236,936","8,899","8,646","1,846","2,746",385,"4,448","1,891","91,157","1,932",768,"250,601","90,610","19,033","125,729","63,991","33,904","29,972","21,394","6,600","2,702","1,400","1,643",280,"126,359","65,915","35,439","30,534","22,156","6,905","2,839","1,480","1,713",288,"125,211","62,841","32,729","30,172","20,152","6,904","2,376",993,"1,774",470
WILMINGTON (550),"25,006","120,598","17,563","9,117","19,245","7,290","14,097","15,937","15,580","14,943","14,550","14,798","15,210","15,386","15,401","15,760","14,044","15,571","14,173","15,072","14,616","14,284","14,730","15,530","16,658","17,499","18,077","15,767","$52,975 ","$53,713 ","$57,992 ","$59,023 ","$60,318 ","$62,146 ",579,606,480,532,404,324,375,553,659,746,474,247,598,199,164,43.3,37.3,34.3,"135,285","62,676","55,075","32,812","23,604","12,975","10,629","475,086","197,961","12,239","253,036",6%,53.9,"$41,561 ","$181,868 ",6%,109241,279602,86243,"371,905","85,296","26,096","5,674","4,130",320,"7,761","6,798","159,507","32,925","1,402","503,345","210,194","12,239","257,338",55.3,"$41,179 ","$184,093 ",115853,282143,105349,"395,421","89,086","27,631","5,856","4,407",341,"8,234","7,216","170,147","34,221","1,470","455,603","189,595","12,067","249,402",4%,52.6,"$42,876 ","$180,553 ",4%,106524,275764,73315,"356,607","82,442","24,623","5,425","3,576",261,"7,292","6,378","152,781","31,878","1,156","361,577","148,887","6,812","253,036","135,285","62,676","35,162","39,674","29,172","12,315","5,864","10,893","2,205","257,338","143,764","66,430","36,445","42,140","31,259","13,338","6,357","11,855","2,370","249,402","129,292","60,303","31,133","41,603","25,853","11,234","6,287","10,236","2,946"
LANSING (551),"31,076","166,790","23,236","11,928","25,761","9,460","24,943","30,812","25,380","21,116","19,132","20,107","21,668","23,143","22,289","19,850","15,055","30,664","24,663","24,814","20,417","18,590","19,726","21,733","23,691","23,542","21,096","16,197","$53,331 ","$53,034 ","$59,208 ","$62,461 ","$63,886 ","$64,091 ",943,"1,003",906,815,740,573,683,"1,076","1,409","1,422",984,338,"1,223",436,272,39.1,29.6,27.6,"178,041","84,639","27,107","4,733","25,788","15,061","10,727","672,902","262,680","32,274","289,787",0%,51.4,"$46,259 ","$127,366 ",0%,171123,407770,94009,"574,551","56,927","34,785","3,677","19,583",313,"17,851","9,751","230,504","20,273","6,544","675,421","263,717","32,274","289,325",52.4,"$46,083 ","$127,266 ",168705,395850,110866,"576,583","57,189","34,976","3,692","19,709",315,"17,933","9,813","231,212","20,430","6,580","670,972","261,985","32,030","290,241",0%,50.2,"$46,379 ","$135,150 ",0%,178854,407869,84249,"574,853","55,730","34,237","3,494","19,169",186,"17,540","9,550","231,149","19,621","6,231","652,456","247,818","27,737","289,787","178,041","84,639","69,032","73,041","24,082","6,238","2,395","2,365",888,"289,325","178,334","85,383","69,241","73,080","24,111","6,240","2,409","2,366",887,"290,241","178,613","83,372","61,089","80,276","24,464","7,723","2,123","2,124",814
PRESQUE ISLE (552),"4,396","22,531","2,452","1,169","2,097",902,"2,249","2,118","1,817","1,700","1,743","2,052","2,481","2,820","2,824","2,681","2,216","1,969","2,122","1,737","1,697","1,822","2,116","2,483","2,726","2,873","2,712","2,248","$43,319 ","$45,494 ","$45,876 ","$46,171 ","$46,184 ","$45,653 ",101,99,56,55,62,48,55,80,93,113,38,9,92,3,8,46.6,22.7,35.4,"21,289","9,004","9,144","4,248","3,051","1,902","1,149","70,362","30,293","2,005","39,437",-3%,56.5,"$35,547 ","$94,726 ",-3%,15346,40371,14645,"67,340",516,722,"1,213",341,15,937,172,"29,311",124,101,"68,414","29,430","2,005","39,312",58,"$35,289 ","$94,455 ",14555,37663,16196,"65,476",502,702,"1,180",331,14,911,167,"28,464",123,100,"71,870","30,961","2,005","39,529",-2%,55,"$36,631 ","$95,845 ",-2%,16279,41940,13651,"68,955",459,667,"1,228",307,11,910,149,"30,057",100,81,"73,939","30,356","2,187","39,437","21,289","9,004","11,237","7,255","1,809",563,303,122,0,"39,312","20,580","8,850","10,894","7,001","1,733",543,290,119,0,"39,529","22,037","8,924","11,496","6,915","2,325",750,163,378,10
MARQUETTE (553),"13,571","60,196","8,568","4,325","8,687","3,419","7,443","9,421","7,694","6,293","5,683","6,131","7,049","7,965","8,639","8,318","6,474","7,477","6,770","6,235","5,432","5,163","5,603","6,692","8,008","8,526","7,828","6,262","$46,487 ","$47,481 ","$50,522 ","$51,711 ","$52,213 ","$51,481 ",304,368,265,214,217,188,216,324,329,358,191,85,397,71,42,44.6,32.3,27.6,"69,338","22,570","35,429","23,916","9,197","5,996","3,201","218,732","91,908","11,152","127,337",0%,55.8,"$39,394 ","$96,190 ",0%,48494,128157,42081,"204,525","3,135","2,562","4,943","1,861",61,"4,207",645,"87,677",573,659,"218,640","91,826","11,152","127,374",56.9,"$39,786 ","$97,300 ",47680,123096,47864,"204,510","3,138","2,560","4,878","1,857",62,"4,195",647,"87,630",577,654,"219,064","92,057","11,227","127,298",0%,54.6,"$38,531 ","$93,242 ",0%,50463,129581,39020,"205,486","2,794","2,311","4,931","1,832",46,"3,975",563,"88,342",240,592,"222,498","89,861","10,633","127,337","69,338","22,570","36,042","21,747","6,903","2,851",844,781,170,"127,374","69,181","22,645","35,550","21,890","6,997","2,915",868,790,171,"127,298","69,535","22,522","37,287","21,534","6,824","2,011",778,858,243
WHEELING-STEUB. (554),"15,529","98,684","12,471","5,962","11,053","4,408","10,397","10,356","9,432","9,117","9,312","10,180","11,058","12,719","13,431","13,145","9,939","9,961","10,016","8,830","8,743","9,077","9,831","11,184","12,996","13,561","12,897","10,029","$49,954 ","$51,439 ","$52,230 ","$52,844 ","$53,473 ","$53,366 ",361,346,349,291,272,212,296,372,480,527,240,90,403,93,54,45.5,35.6,39.5,"102,337","37,020","22,402","4,716","13,332","7,919","5,413","337,027","139,357","13,645","161,759",-3%,56.1,"$40,682 ","$84,176 ",-3%,74325,195830,66872,"320,155","10,440","2,820",502,"1,391",66,"4,473",849,"133,735","3,738",507,"328,421","135,645","13,645","160,487",57.4,"$41,833 ","$84,119 ",71437,182258,74726,"312,035","10,129","2,740",489,"1,352",64,"4,352",839,"130,156","3,636",496,"343,346","142,157","13,469","162,839",-2%,55.4,"$36,791 ","$80,944 ",-2%,78098,201991,63257,"326,776","10,347","2,628",472,"1,325",42,"4,384",739,"136,955","3,517",444,"357,565","144,708","11,984","161,759","102,337","37,020","60,787","30,360","7,294","2,035",330,"1,122",409,"160,487","99,532","36,113","59,161","29,474","7,104","1,981",324,"1,092",396,"162,839","104,639","37,518","64,636","29,678","6,898","1,871",646,414,496
JOHNSTOWN-ALTNA (574),"37,191","207,375","29,303","14,240","23,611","10,043","25,109","34,397","27,975","22,904","22,245","23,984","25,950","28,008","27,353","24,782","19,047","29,460","23,918","23,358","19,829","19,571","21,482","24,021","26,480","26,748","24,718","19,950","$49,893 ","$52,548 ","$56,675 ","$57,966 ","$58,100 ","$57,349 ",996,"1,155",852,808,763,624,770,"1,090","1,378","1,371",829,302,"1,380",302,253,42.2,31.5,26.6,"215,655","85,757","51,389","22,987","28,814","17,601","11,213","756,319","301,412","45,271","352,801",-1%,54.1,"$43,154 ","$112,281 ",-1%,168485,453265,134569,"715,152","20,297","12,336","1,080","11,327",249,"8,214","3,144","290,041","5,035","3,827","747,823","297,767","45,271","352,809",55.2,"$43,801 ","$113,311 ",166239,432954,148630,"706,900","20,082","12,246","1,066","11,379",249,"8,147","3,152","286,381","4,974","3,848","762,048","304,100","44,743","352,773",-1%,53.3,"$41,466 ","$106,408 ",-1%,177071,456983,127994,"723,330","19,143","11,327",981,"10,699",175,"7,720","2,356","294,592","3,949","3,452","763,493","296,786","38,258","352,801","215,655","85,757","98,825","73,304","25,986","9,426","3,157","3,355","1,602","352,809","212,763","85,004","96,735","72,472","25,913","9,466","3,193","3,380","1,604","352,773","217,822","86,278","104,309","71,816","24,802","9,419","3,350","3,153",973
CHATTANOOGA (575),"44,335","267,507","30,843","15,355","29,039","11,676","32,358","32,368","30,576","30,059","30,314","31,958","33,269","33,868","31,998","30,026","24,555","31,958","31,012","30,283","30,117","30,455","32,179","33,808","35,167","34,519","32,786","27,145","$51,270 ","$51,305 ","$53,592 ","$54,673 ","$55,084 ","$54,791 ","1,240","1,170","1,072","1,083",844,662,648,"1,232","1,338","1,621",944,313,"1,310",265,269,40.9,33.7,33.7,"263,105","118,360","44,970","8,719","40,872","21,673","19,199","980,474","381,465","22,894","426,435",3%,52.8,"$38,867 ","$138,485 ",3%,246933,575708,157833,"852,773","94,192","69,313","6,224","11,562","1,109","14,614","16,432","335,643","35,958","3,631","1,006,977","392,263","22,894","429,715",54.2,"$38,718 ","$139,150 ",247798,572411,186768,"873,921","98,493","70,906","6,383","12,022","1,143","15,015","16,826","344,640","37,481","3,729","962,024","373,957","22,889","423,645",2%,52,"$39,446 ","$138,213 ",2%,250810,570992,140222,"841,091","89,308","66,156","6,074","10,736","1,015","13,800","15,598","331,031","33,978","3,235","865,546","338,121","17,326","426,435","263,105","118,360","91,408","104,312","34,652","16,622","6,269","7,802","2,040","429,715","270,025","122,238","93,032","107,230","35,861","17,198","6,495","8,114","2,095","423,645","258,387","115,570","88,725","105,900","33,237","16,177","5,448","7,362","1,538"
LAFAYETTE  IN (582),"7,917","49,018","6,437","3,455","6,961","2,773","8,212","15,595","11,364","7,144","5,608","5,262","5,189","5,227","5,001","4,336","3,207","12,431","7,389","9,394","6,522","5,411","5,126","5,123","5,410","5,325","4,692","3,617","$45,264 ","$48,121 ","$60,328 ","$64,762 ","$66,270 ","$65,528 ",365,342,373,459,392,239,313,448,514,534,292,112,579,134,120,31.3,23.1,25.5,"42,941","32,366","5,450",402,"7,815","4,245","3,570","197,294","75,307","14,666","80,757",6%,46.3,"$43,619 ","$143,419 ",5%,51860,124160,21274,"173,195","8,081","14,425",686,"11,702",102,"3,528","3,694","67,014","2,980","4,203","208,099","79,794","14,666","83,312",46.4,"$44,449 ","$144,166 ",55146,127518,25435,"182,516","8,579","15,285",726,"12,433",108,"3,737","3,923","71,020","3,120","4,493","190,142","72,348","14,639","78,713",4%,44.4,"$39,904 ","$138,706 ",4%,51522,119435,19185,"168,081","7,148","13,448",630,"10,932",69,"3,282","3,433","64,904","2,585","3,870","166,795","61,997","15,340","80,757","42,941","32,366","12,451","20,773","5,437","2,221","1,067",980,12,"83,312","45,387","34,407","12,961","22,036","5,793","2,385","1,142","1,059",11,"78,713","41,290","31,058","13,542","18,351","5,397","1,986",650,"1,198",166
ALPENA (583),"2,390","11,470","1,624",766,"1,627",666,"1,184","1,035",901,905,915,"1,009","1,286","1,595","1,625","1,585","1,407",953,"1,118",851,857,927,"1,045","1,326","1,630","1,666","1,595","1,402","$43,299 ","$46,005 ","$47,741 ","$48,089 ","$48,818 ","$49,121 ",46,54,39,33,26,22,28,42,45,45,18,7,51,4,3,49.7,26.3,33.9,"14,313","3,110","9,558","7,119","1,795","1,079",716,"39,528","17,423",641,"26,981",-3%,58.4,"$35,990 ","$96,892 ",-3%,8126,21706,9696,"38,580",132,454,232,194,15,375,145,"17,110",55,59,"38,227","16,835",641,"26,813",60,"$36,851 ","$97,245 ",7661,20140,10426,"37,308",128,439,224,189,15,363,144,"16,526",56,59,"40,540","17,880",641,"27,126",-3%,57.3,"$34,404 ","$100,918 ",-3%,8722,22612,9206,"39,672",90,428,222,177,14,365,126,"17,623",23,49,"43,033","17,950",696,"26,981","14,313","3,110","7,386","4,621","1,423",430,162,226,65,"26,813","13,842","2,993","7,117","4,473","1,389",421,157,220,65,"27,126","14,635","3,245","7,272","4,957","1,589",385,177,223,32
CHARLOTTESVILLE (584),"13,218","43,089","7,677","3,963","9,384","3,293","6,959","8,912","8,087","6,777","5,897","5,924","6,270","6,566","6,217","5,722","4,444","9,568","7,240","8,462","7,045","6,094","6,363","6,959","7,375","7,097","6,492","5,206","$65,179 ","$66,802 ","$78,742 ","$84,553 ","$86,906 ","$87,731 ",224,170,244,190,195,176,167,339,332,467,282,133,262,236,197,39.2,34.1,27.4,"51,242","28,801","7,738","1,858","5,103","2,807","2,296","206,558","80,043","10,830","87,781",5%,51.1,"$58,529 ","$282,784 ",5%,50428,125827,30303,"166,702","25,588","10,014",744,"8,464",138,"4,922","2,537","66,949","9,215","2,547","216,443","84,118","10,830","91,080",52.1,"$59,630 ","$284,174 ",53613,126573,36257,"174,774","26,669","10,551",785,"8,914",145,"5,156","2,687","70,424","9,572","2,695","199,847","77,247","10,904","85,135",4%,50,"$54,809 ","$281,399 ",3%,49420,123589,26838,"161,826","24,724","9,417",657,"7,964",98,"4,578","2,363","64,874","8,886","2,323","172,086","66,422","9,292","87,781","51,242","28,801","3,056","10,408","14,685","9,679","4,149","7,339","1,926","91,080","53,740","30,378","3,177","10,784","15,336","10,181","4,378","7,840","2,044","85,135","49,796","27,451","2,737","9,260","15,849","7,537","4,683","7,164","2,566"
